Step,v_fracdone,Temp,Press,Density,PotEng,KinEng,TotEng
6340,0.317,0.97805138,0.030418334,0.033333333,-0.91382841,1.46561,0.55178158
6360,0.318,1.008992,0.026438022,0.033333333,-0.93709857,1.5119745,0.57487596
6380,0.319,1.0055625,0.028176926,0.033333333,-0.9134598,1.5068354,0.59337565
6400,0.32,0.9886131,0.026168236,0.033333333,-0.89892282,1.4814367,0.58251391
6420,0.321,0.97473719,0.029182562,0.033333333,-0.8834212,1.4606437,0.57722248
6440,0.322,1.0019144,0.030590915,0.033333333,-0.89491914,1.5013687,0.60644955
6460,0.323,1.042265,0.033313298,0.033333333,-0.91863622,1.5618341,0.64319791
6480,0.324,1.0406467,0.032357701,0.033333333,-0.91046982,1.5594091,0.64893929
6500,0.325,1.0143161,0.025526369,0.033333333,-0.88521791,1.5199527,0.63473478
6520,0.326,1.0450284,0.026884078,0.033333333,-0.92331181,1.5659751,0.64266331
6540,0.327,1.0589466,0.033805046,0.033333333,-0.91817534,1.5868315,0.66865613
6560,0.328,1.0676667,0.026281431,0.033333333,-0.93051287,1.5998986,0.66938569
6580,0.329,1.0314626,0.03116765,0.033333333,-0.9098376,1.5456466,0.63580904
6600,0.33,1.0093996,0.028449385,0.033333333,-0.90019561,1.5125852,0.61238963
6620,0.331,1.0201949,0.030378867,0.033333333,-0.91285145,1.5287621,0.61591064
6640,0.332,1.017041,0.028573838,0.033333333,-0.91175258,1.524036,0.6122834
6660,0.333,0.99087134,0.025647407,0.033333333,-0.90473526,1.4848207,0.58008545
6680,0.334,0.97206033,0.027239442,0.033333333,-0.90425773,1.4566324,0.55237468
6700,0.335,0.97818324,0.032681413,0.033333333,-0.9092519,1.4658076,0.55655569
6720,0.336,0.97239408,0.029147892,0.033333333,-0.88356034,1.4571325,0.57357219
6740,0.337,0.9577403,0.023759148,0.033333333,-0.86520325,1.4351738,0.56997059
6760,0.338,0.94896228,0.031451135,0.033333333,-0.8679718,1.42202,0.55404818
6780,0.339,0.96102424,0.026102563,0.033333333,-0.8776075,1.4400948,0.56248733
6800,0.34,0.98856105,0.027217184,0.033333333,-0.8884547,1.4813587,0.59290404
6820,0.341,0.99939522,0.030250332,0.033333333,-0.89044383,1.4975937,0.6071499
6840,0.342,0.99544348,0.027081544,0.033333333,-0.89410453,1.4916721,0.59756753
6860,0.343,0.96702369,0.020500734,0.033333333,-0.85388712,1.449085,0.59519789
6880,0.344,0.99129713,0.028710122,0.033333333,-0.86327002,1.4854587,0.62218873
6900,0.345,1.0152599,0.033204126,0.033333333,-0.87493276,1.5213669,0.64643415
6920,0.346,1.0066774,0.026830175,0.033333333,-0.86900704,1.5085061,0.63949903
6940,0.347,1.0017057,0.030413815,0.033333333,-0.87480896,1.5010559,0.62624696
6960,0.348,1.0116548,0.028623479,0.033333333,-0.87787022,1.5159647,0.63809444
6980,0.349,1.0246795,0.02759465,0.033333333,-0.87510886,1.5354822,0.66037335
7000,0.35,1.0328128,0.032757425,0.033333333,-0.89105231,1.54767,0.65661768
7020,0.351,1.0141963,0.023927984,0.033333333,-0.88794284,1.5197732,0.63183031
7040,0.352,1.0175044,0.024702153,0.033333333,-0.90101039,1.5247303,0.62371994
7060,0.353,1.0180362,0.028424174,0.033333333,-0.88911123,1.5255273,0.63641603
7080,0.354,1.0050833,0.028677415,0.033333333,-0.87063185,1.5061173,0.63548546
7100,0.355,0.99826556,0.028372333,0.033333333,-0.88648071,1.4959009,0.60942023
7120,0.356,0.99088532,0.031457978,0.033333333,-0.90040606,1.4848417,0.58443559
7140,0.357,0.97638625,0.02571979,0.033333333,-0.87654974,1.4631148,0.58656505
7160,0.358,0.97277016,0.030489343,0.033333333,-0.86888945,1.4576961,0.58880663
7180,0.359,0.96692289,0.032616899,0.033333333,-0.87976217,1.448934,0.56917178
7200,0.36,0.95025942,0.025702957,0.033333333,-0.88460968,1.4239637,0.53935406
7220,0.361,0.95455071,0.030815352,0.033333333,-0.90048137,1.4303942,0.52991287
7240,0.362,0.95312282,0.024819257,0.033333333,-0.89727512,1.4282545,0.53097942
7260,0.363,0.95094582,0.027177594,0.033333333,-0.90710995,1.4249923,0.51788237
7280,0.364,0.93088598,0.02657011,0.033333333,-0.90558511,1.3949326,0.48934753
7300,0.365,0.93257621,0.023500636,0.033333333,-0.92051934,1.3974654,0.4769461
7320,0.366,0.9435682,0.026573297,0.033333333,-0.92648462,1.4139369,0.48745233
7340,0.367,0.93949524,0.029230956,0.033333333,-0.91139698,1.4078336,0.49643664
7360,0.368,0.95239107,0.02676305,0.033333333,-0.93185338,1.427158,0.49530463
7380,0.369,0.93412424,0.027077527,0.033333333,-0.89397344,1.3997852,0.50581174
7400,0.37,0.95272394,0.025361447,0.033333333,-0.88799553,1.4276568,0.5396613
7420,0.371,0.98157603,0.031021368,0.033333333,-0.89745737,1.4708917,0.57343432
7440,0.372,0.98467927,0.027511585,0.033333333,-0.88927121,1.4755419,0.58627067
7460,0.373,0.98468862,0.028602378,0.033333333,-0.88606063,1.4755559,0.58949526
7480,0.374,0.98448116,0.030177168,0.033333333,-0.87156867,1.475245,0.60367635
7500,0.375,1.0003914,0.028751309,0.033333333,-0.87539313,1.4990865,0.62369336
7520,0.376,1.0214961,0.023557829,0.033333333,-0.89942217,1.5307119,0.63128975
7540,0.377,1.011182,0.031477885,0.033333333,-0.88642687,1.5152562,0.62882929
7560,0.378,1.0100398,0.031206287,0.033333333,-0.88004413,1.5135447,0.63350053
7580,0.379,1.0199071,0.029835508,0.033333333,-0.88248924,1.5283308,0.64584154
7600,0.38,1.0360378,0.024543098,0.033333333,-0.90324575,1.5525027,0.64925696
7620,0.381,1.0244224,0.03475839,0.033333333,-0.89433218,1.535097,0.64076486
7640,0.382,1.0117382,0.030524178,0.033333333,-0.88090047,1.5160897,0.6351892
7660,0.383,1.0052276,0.026688088,0.033333333,-0.86874081,1.5063336,0.63759281
7680,0.384,0.99330521,0.026950977,0.033333333,-0.85274642,1.4884679,0.63572144
7700,0.385,0.99509307,0.02751021,0.033333333,-0.86779616,1.491147,0.6233508
7720,0.386,1.0058588,0.023487542,0.033333333,-0.89391822,1.5072795,0.61336125
7740,0.387,0.9873075,0.023112252,0.033333333,-0.86507104,1.4794803,0.61440924
7760,0.388,0.9855023,0.033115267,0.033333333,-0.8655241,1.4767752,0.6112511
7780,0.389,0.9824778,0.030685518,0.033333333,-0.87397759,1.472243,0.59826539
7800,0.39,0.98467778,0.028300464,0.033333333,-0.88842315,1.4755397,0.5871165
7820,0.391,0.9929321,0.029679668,0.033333333,-0.89997627,1.4879087,0.58793248
7840,0.392,0.99032313,0.031419406,0.033333333,-0.89517733,1.4839992,0.58882188
7860,0.393,0.99338587,0.026168509,0.033333333,-0.91063556,1.4885887,0.57795316
7880,0.394,0.98897372,0.025699195,0.033333333,-0.91494532,1.4819771,0.56703179
7900,0.395,0.97198929,0.026750663,0.033333333,-0.88876831,1.456526,0.56775764
7920,0.396,0.96827116,0.026685566,0.033333333,-0.87654805,1.4509543,0.57440629
7940,0.397,0.98446649,0.026619297,0.033333333,-0.90528659,1.475223,0.56993645
7960,0.398,0.98386504,0.027651089,0.033333333,-0.91160315,1.4743218,0.56271862
7980,0.399,0.99116913,0.026196569,0.033333333,-0.91491878,1.4852669,0.57034815
8000,0.4,0.99141077,0.027830284,0.033333333,-0.89653366,1.485629,0.58909537
8020,0.401,0.99981768,0.027528884,0.033333333,-0.89874419,1.4982268,0.59948261
8040,0.402,0.99881446,0.029469323,0.033333333,-0.8950697,1.4967235,0.60165376
8060,0.403,1.0285424,0.027360442,0.033333333,-0.92836122,1.5412708,0.6129096
8080,0.404,1.0354909,0.029726903,0.033333333,-0.91575792,1.5516831,0.63592513
8100,0.405,1.0346393,0.030635928,0.033333333,-0.89927881,1.5504069,0.65112812
8120,0.406,1.0180033,0.030477668,0.033333333,-0.87911732,1.5254779,0.64636056
8140,0.407,1.0124688,0.028706819,0.033333333,-0.87662405,1.5171845,0.64056045
8160,0.408,1.0098725,0.026114247,0.033333333,-0.86116899,1.5132939,0.65212493
8180,0.409,1.0329671,0.032408922,0.033333333,-0.8827413,1.5479012,0.66515993
8200,0.41,1.0387985,0.028375247,0.033333333,-0.89974913,1.5566395,0.65689039
8220,0.411,1.0116992,0.026964599,0.033333333,-0.87717456,1.5160312,0.63885667
8240,0.412,1.0050445,0.031194013,0.033333333,-0.87509336,1.5060592,0.63096586
8260,0.413,0.99016312,0.028714448,0.033333333,-0.85249081,1.4837594,0.63126863
8280,0.414,1.0149136,0.028097948,0.033333333,-0.90458821,1.520848,0.6162598
8300,0.415,1.0048343,0.027646981,0.033333333,-0.92095351,1.5057441,0.58479061
8320,0.416,0.96625342,0.028790656,0.033333333,-0.88581335,1.4479307,0.5621174
8340,0.417,0.95790485,0.027885565,0.033333333,-0.8750726,1.4354204,0.56034781
8360,0.418,0.96522134,0.026112202,0.033333333,-0.88868178,1.4463842,0.5577024
8380,0.419,0.95928157,0.03026142,0.033333333,-0.89373722,1.4374834,0.54374621
8400,0.42,0.95091635,0.019685542,0.033333333,-0.88928779,1.4249481,0.53566035
8420,0.421,0.9536428,0.026798161,0.033333333,-0.88015393,1.4290337,0.54887981
8440,0.422,0.96017018,0.032434736,0.033333333,-0.86998463,1.438815,0.56883039
8460,0.423,0.9785014,0.024725741,0.033333333,-0.89222761,1.4662843,0.57405674
8480,0.424,0.96363023,0.029589571,0.033333333,-0.87026087,1.4439999,0.57373903
8500,0.425,0.96170509,0.032908892,0.033333333,-0.85376619,1.4411151,0.58734888
8520,0.426,0.99419794,0.027746861,0.033333333,-0.87832952,1.4898056,0.61147609
8540,0.427,1.0126542,0.029304658,0.033333333,-0.89622048,1.5174623,0.62124181
8560,0.428,1.0096581,0.027802658,0.033333333,-0.89905569,1.5129726,0.61391696
8580,0.429,1.0141541,0.028751199,0.033333333,-0.90866375,1.5197099,0.61104618
8600,0.43,1.0161148,0.029099491,0.033333333,-0.89916089,1.522648,0.6234871
8620,0.431,1.0183375,0.028821033,0.033333333,-0.89413518,1.5259788,0.63184359
8640,0.432,1.006719,0.033024503,0.033333333,-0.8860832,1.5085683,0.62248515
8660,0.433,1.0031312,0.034427374,0.033333333,-0.89373232,1.5031922,0.60945984
8680,0.434,0.98206505,0.032653138,0.033333333,-0.85891373,1.4716245,0.61271074
8700,0.435,0.99850819,0.027948401,0.033333333,-0.87367294,1.4962645,0.62259158
8720,0.436,0.98521753,0.030084831,0.033333333,-0.85707408,1.4763485,0.61927439
8740,0.437,0.98043191,0.029056744,0.033333333,-0.86292198,1.4691772,0.60625524
8760,0.438,0.97360542,0.031443285,0.033333333,-0.85475653,1.4589477,0.60419119
8780,0.439,1.0065391,0.029099062,0.033333333,-0.89186631,1.5082988,0.61643248
8800,0.44,1.0084742,0.028299169,0.033333333,-0.88682767,1.5111985,0.62437088
8820,0.441,0.99773182,0.026177395,0.033333333,-0.87834004,1.4951011,0.61676109
8840,0.442,0.99203675,0.02516474,0.033333333,-0.87453149,1.4865671,0.61203559
8860,0.443,1.017289,0.033237781,0.033333333,-0.90019074,1.5244076,0.62421682
8880,0.444,1.0312835,0.025716637,0.033333333,-0.90586771,1.5453783,0.63951061
8900,0.445,1.0356328,0.024390755,0.033333333,-0.91153443,1.5518958,0.64036138
8920,0.446,1.0140128,0.029333956,0.033333333,-0.88623943,1.5194982,0.63325872
8940,0.447,1.0391586,0.037085193,0.033333333,-0.92313163,1.5571792,0.63404759
8960,0.448,1.0339313,0.032299764,0.033333333,-0.9067063,1.5493461,0.64263977
8980,0.449,1.0143026,0.026581045,0.033333333,-0.87953235,1.5199325,0.64040014
9000,0.45,1.0261076,0.02502492,0.033333333,-0.91701056,1.5376222,0.62061169
9020,0.451,1.0124873,0.029536209,0.033333333,-0.91620625,1.5172122,0.60100595
9040,0.452,1.0010402,0.028651261,0.033333333,-0.90568172,1.5000587,0.59437701
9060,0.453,0.98758132,0.028597843,0.033333333,-0.89130247,1.4798906,0.58858814
9080,0.454,0.98323573,0.028977837,0.033333333,-0.90169135,1.4733787,0.5716874
9100,0.455,0.96922851,0.033407453,0.033333333,-0.90215244,1.4523889,0.55023648
9120,0.456,0.97159154,0.024611715,0.033333333,-0.9098922,1.4559299,0.54603773
9140,0.457,0.98097846,0.029838286,0.033333333,-0.91516483,1.4699962,0.55483139
9160,0.458,0.98913574,0.028837211,0.033333333,-0.92829054,1.4822199,0.55392937
9180,0.459,0.98390205,0.02577391,0.033333333,-0.93172478,1.4743772,0.54265244
9200,0.46,0.97929564,0.022871357,0.033333333,-0.92878555,1.4674745,0.53868896
9220,0.461,0.986296,0.033873025,0.033333333,-0.92403227,1.4779646,0.55393229
9240,0.462,0.98381416,0.028322792,0.033333333,-0.90631479,1.4742455,0.56793073
9260,0.463,0.99275208,0.025334247,0.033333333,-0.91826589,1.487639,0.56937309
9280,0.464,1.0059725,0.028167265,0.033333333,-0.93438128,1.5074497,0.57306846
9300,0.465,1.0143959,0.025561875,0.033333333,-0.92264494,1.5200722,0.59742727
9320,0.466,1.0189904,0.030373015,0.033333333,-0.89744602,1.5269571,0.62951112
9340,0.467,1.0233763,0.027563949,0.033333333,-0.88884472,1.5335294,0.64468465
9360,0.468,1.0239222,0.029970928,0.033333333,-0.89034151,1.5343474,0.64400593
9380,0.469,1.0338259,0.03578425,0.033333333,-0.89433967,1.5491881,0.65484843
9400,0.47,1.0723971,0.025452781,0.033333333,-0.93224097,1.606987,0.67474604
9420,0.471,1.0694478,0.036444024,0.033333333,-0.92638161,1.6025676,0.67618599
9440,0.472,1.0324133,0.030107276,0.033333333,-0.89346563,1.5470713,0.65360571
9460,0.473,1.0231513,0.02394544,0.033333333,-0.89578427,1.5331922,0.63740794
9480,0.474,1.0185754,0.028832132,0.033333333,-0.88317162,1.5263353,0.64316367
9500,0.475,1.0210169,0.037638272,0.033333333,-0.88451027,1.5299938,0.6454835
9520,0.476,1.0122788,0.023628406,0.033333333,-0.89210949,1.5168997,0.62479025
9540,0.477,0.98621644,0.032847557,0.033333333,-0.87328539,1.4778453,0.60455995
9560,0.478,0.99978594,0.025559401,0.033333333,-0.8882157,1.4981792,0.60996353
9580,0.479,1.0104194,0.030611188,0.033333333,-0.89030897,1.5141135,0.62380452
9600,0.48,1.0136076,0.033778045,0.033333333,-0.90668318,1.518891,0.61220781
9620,0.481,1.005848,0.03212414,0.033333333,-0.91960138,1.5072633,0.58766188
9640,0.482,1.00544,0.029587231,0.033333333,-0.92177108,1.5066519,0.58488081
9660,0.483,1.006723,0.032275116,0.033333333,-0.91042326,1.5085744,0.59815117
9680,0.484,1.0102114,0.033938323,0.033333333,-0.92099347,1.5138018,0.59280835
9700,0.485,1.0095649,0.025688726,0.033333333,-0.94867073,1.5128329,0.56416221
9720,0.486,0.98909571,0.028271624,0.033333333,-0.93541273,1.4821599,0.54674719
9740,0.487,0.99605462,0.030034939,0.033333333,-0.93516836,1.4925878,0.55741949
9760,0.488,0.98380244,0.02530776,0.033333333,-0.91105192,1.474228,0.56317604
9780,0.489,0.96318991,0.026812794,0.033333333,-0.90244416,1.4433401,0.54089592
9800,0.49,0.95451109,0.026078031,0.033333333,-0.90873053,1.4303349,0.52160434
9820,0.491,0.97353923,0.026739532,0.033333333,-0.92428262,1.4588485,0.53456591
9840,0.492,0.9956596,0.033622497,0.033333333,-0.9324704,1.4919959,0.55952551
9860,0.493,1.0200997,0.031095122,0.033333333,-0.97126042,1.5286194,0.55735897
9880,0.494,1.0037328,0.029579884,0.033333333,-0.96406544,1.5040936,0.5400282
9900,0.495,0.99758264,0.026117728,0.033333333,-0.94539261,1.4948776,0.54948498
9920,0.496,1.0132347,0.026904654,0.033333333,-0.93177361,1.5183323,0.58655866
9940,0.497,1.0186977,0.025271436,0.033333333,-0.91720424,1.5265185,0.60931425
9960,0.498,1.0299624,0.037199869,0.033333333,-0.93895977,1.5433987,0.6044389
9980,0.499,1.0196506,0.022253393,0.033333333,-0.91558879,1.5279464,0.61235765
10000,0.5,1.0547143,0.041649455,0.033333333,-0.93211272,1.5804894,0.64837664
10020,0.501,1.0571981,0.024742702,0.033333333,-0.9092268,1.5842113,0.67498452
10040,0.502,1.0274614,0.027260317,0.033333333,-0.88095377,1.5396509,0.65869708
10060,0.503,1.0099422,0.027726775,0.033333333,-0.87675405,1.5133984,0.63664431
10080,0.504,1.0162377,0.036851238,0.033333333,-0.87446064,1.5228322,0.64837158
10100,0.505,1.0360145,0.027267678,0.033333333,-0.88473682,1.5524678,0.66773096
10120,0.506,1.0253964,0.025746934,0.033333333,-0.88325189,1.5365565,0.65330459
10140,0.507,1.004814,0.035901412,0.033333333,-0.89038562,1.5057137,0.61532811
10160,0.508,0.995,0.026433073,0.033333333,-0.88636834,1.4910075,0.60463916
10180,0.509,0.98555299,0.029269011,0.033333333,-0.85731864,1.4768512,0.61953252
10200,0.51,0.9843213,0.030889256,0.033333333,-0.86375087,1.4750055,0.6112546
10220,0.511,0.9631868,0.026374781,0.033333333,-0.86995082,1.4433354,0.5733846
10240,0.512,0.958654,0.030074182,0.033333333,-0.88383636,1.436543,0.55270666
10260,0.513,0.97909,0.028238699,0.033333333,-0.89575839,1.4671664,0.57140797
10280,0.514,0.97262743,0.033214732,0.033333333,-0.87206563,1.4574822,0.58541658
10300,0.515,0.96799317,0.024864377,0.033333333,-0.88665817,1.4505378,0.5638796
10320,0.516,0.96808224,0.023928208,0.033333333,-0.90852143,1.4506712,0.54214981
10340,0.517,0.97501538,0.022538237,0.033333333,-0.89733846,1.4610605,0.56372209
10360,0.518,1.0152747,0.027428573,0.033333333,-0.91564148,1.5213892,0.60574773
10380,0.519,1.0300974,0.031329773,0.033333333,-0.92222339,1.543601,0.62137758
10400,0.52,1.0048792,0.029894416,0.033333333,-0.88767977,1.5058115,0.61813172
10420,0.521,1.0072225,0.026186584,0.033333333,-0.86744261,1.509323,0.64188037
10440,0.522,1.0482891,0.035789534,0.033333333,-0.88083565,1.5708613,0.69002564
10460,0.523,1.0672546,0.031376662,0.033333333,-0.89097737,1.599281,0.7083036
10480,0.524,1.0182412,0.025190849,0.033333333,-0.84441406,1.5258344,0.68142031
10500,0.525,1.0094678,0.031008246,0.033333333,-0.84938262,1.5126875,0.66330486
10520,0.526,1.0371577,0.025627769,0.033333333,-0.86947029,1.5541808,0.68471054
10540,0.527,1.0560018,0.031529991,0.033333333,-0.88058987,1.5824188,0.70182888
10560,0.528,1.0306713,0.028771832,0.033333333,-0.87415943,1.544461,0.67030156
10580,0.529,1.0060013,0.029147236,0.033333333,-0.88023822,1.5074929,0.62725471
10600,0.53,1.0135127,0.026987271,0.033333333,-0.89528342,1.5187488,0.62346537
10620,0.531,1.0256266,0.034859607,0.033333333,-0.89628854,1.5369015,0.64061294
10640,0.532,1.0023579,0.025909338,0.033333333,-0.87753513,1.5020333,0.6244982
10660,0.533,0.99903769,0.028728897,0.033333333,-0.91682389,1.497058,0.58023408
10680,0.534,0.98688431,0.025896871,0.033333333,-0.9130639,1.4788461,0.56578224
10700,0.535,1.0008342,0.028503582,0.033333333,-0.90772162,1.49975,0.5920284
10720,0.536,0.9982861,0.03370974,0.033333333,-0.89304359,1.4959317,0.60288813
10740,0.537,0.9735432,0.030051648,0.033333333,-0.88726695,1.4588545,0.57158754
10760,0.538,0.96802439,0.02365508,0.033333333,-0.90062893,1.4505846,0.54995563
10780,0.539,0.98068804,0.022281493,0.033333333,-0.89379476,1.469561,0.57576627
10800,0.54,0.99620456,0.028698683,0.033333333,-0.88554524,1.4928125,0.60726729
10820,0.541,0.96721186,0.032035282,0.033333333,-0.8538814,1.449367,0.59548557
10840,0.542,0.95559235,0.028159061,0.033333333,-0.85973237,1.4319551,0.57222277
10860,0.543,0.98548547,0.025652337,0.033333333,-0.8837126,1.47675,0.59303737
10880,0.544,1.0070379,0.031172904,0.033333333,-0.87074793,1.5090463,0.63829838
10900,0.545,1.0103886,0.034211156,0.033333333,-0.86277807,1.5140673,0.65128918
10920,0.546,0.99960729,0.030261031,0.033333333,-0.86970941,1.4979115,0.62820211
10940,0.547,1.0017504,0.030320098,0.033333333,-0.87423436,1.501123,0.62688868
10960,0.548,1.0233347,0.030832449,0.033333333,-0.86953114,1.533467,0.6639359
10980,0.549,1.0296393,0.025775412,0.033333333,-0.85894056,1.5429145,0.68397393
11000,0.55,1.0199458,0.033629181,0.033333333,-0.87231905,1.5283888,0.65606972
11020,0.551,0.98688193,0.023608879,0.033333333,-0.84785231,1.4788426,0.63099026
11040,0.552,0.99484412,0.026251004,0.033333333,-0.84128381,1.4907739,0.6494901
11060,0.553,1.0664127,0.034418072,0.033333333,-0.92230812,1.5980195,0.67571133
11080,0.554,1.0692454,0.024760055,0.033333333,-0.9436739,1.6022642,0.65859033
11100,0.555,1.0210819,0.033648103,0.033333333,-0.91178963,1.5300912,0.61830153
11120,0.556,0.9900244,0.024710777,0.033333333,-0.86843947,1.4835516,0.6151121
11140,0.557,1.000169,0.02936281,0.033333333,-0.85579759,1.4987533,0.64295567
11160,0.558,1.0003481,0.027763597,0.033333333,-0.85477667,1.4990216,0.64424494
11180,0.559,0.97568905,0.03101983,0.033333333,-0.85430704,1.46207,0.607763
11200,0.56,0.96715471,0.025551847,0.033333333,-0.85594581,1.4492813,0.59333552
11220,0.561,0.99409138,0.029897271,0.033333333,-0.86789363,1.4896459,0.6217523
11240,0.562,1.0153943,0.030230839,0.033333333,-0.87753111,1.5215684,0.64403725
11260,0.563,1.0027858,0.026694078,0.033333333,-0.87929713,1.5026745,0.6233774
11280,0.564,0.97341704,0.024494962,0.033333333,-0.85837632,1.4586654,0.60028911
11300,0.565,1.0111891,0.03196267,0.033333333,-0.89456118,1.5152668,0.62070561
11320,0.566,1.0302692,0.027422014,0.033333333,-0.89000798,1.5438584,0.65385038
11340,0.567,1.0120354,0.026220827,0.033333333,-0.86819745,1.5165351,0.64833762
11360,0.568,0.99823711,0.030168779,0.033333333,-0.87637386,1.4958583,0.61948445
11380,0.569,1.005832,0.023944266,0.033333333,-0.88355554,1.5072392,0.62368364
11400,0.57,1.0171871,0.031959286,0.033333333,-0.8659716,1.5242549,0.65828326
11420,0.571,1.0278974,0.029300224,0.033333333,-0.87263734,1.5403043,0.66766692
11440,0.572,0.99647461,0.024714172,0.033333333,-0.85048442,1.4932172,0.64273278
11460,0.573,0.99600778,0.026598117,0.033333333,-0.8596109,1.4925177,0.63290675
11480,0.574,1.0169075,0.029628268,0.033333333,-0.86067637,1.5238359,0.6631595
11500,0.575,1.0216692,0.028257757,0.033333333,-0.84385029,1.5309712,0.68712094
11520,0.576,1.0118423,0.024197762,0.033333333,-0.84415716,1.5162457,0.67208858
11540,0.577,1.0085671,0.02917767,0.033333333,-0.8594874,1.5113378,0.65185039
11560,0.578,1.0186195,0.025094411,0.033333333,-0.85652114,1.5264013,0.66988013
11580,0.579,1.0384857,0.031511007,0.033333333,-0.85678347,1.5561709,0.69938742
11600,0.58,1.0422987,0.029806952,0.033333333,-0.87111216,1.5618847,0.6907725
11620,0.581,1.0306754,0.02849331,0.033333333,-0.88760909,1.5444671,0.65685804
11640,0.582,1.0235316,0.028582288,0.033333333,-0.88597319,1.533762,0.64778885
11660,0.583,1.0151968,0.023420756,0.033333333,-0.85793299,1.5212724,0.66333938
11680,0.584,1.0130244,0.030949446,0.033333333,-0.86166633,1.5180171,0.65635075
11700,0.585,1.0019646,0.030608322,0.033333333,-0.88407289,1.501444,0.61737109
11720,0.586,0.98694453,0.024419191,0.033333333,-0.88991022,1.4789364,0.58902615
11740,0.587,0.98633021,0.026704694,0.033333333,-0.88046393,1.4780158,0.59755189
11760,0.588,1.0112509,0.03000351,0.033333333,-0.91032268,1.5153595,0.60503686
11780,0.589,0.97800677,0.026106837,0.033333333,-0.88528583,1.4655431,0.58025732
11800,0.59,0.9416186,0.026450232,0.033333333,-0.85589457,1.4110155,0.55512091
11820,0.591,0.95735597,0.037028521,0.033333333,-0.87066759,1.4345979,0.56393033
11840,0.592,0.981975,0.029555866,0.033333333,-0.88122291,1.4714895,0.59026664
11860,0.593,0.98690786,0.029635151,0.033333333,-0.89073676,1.4788814,0.58814468
11880,0.594,0.96485903,0.025598924,0.033333333,-0.87312897,1.4458413,0.57271229
11900,0.595,0.99088851,0.026307274,0.033333333,-0.90374108,1.4848464,0.58110535
11920,0.596,1.0218766,0.026856716,0.033333333,-0.91588021,1.5312821,0.61540194
11940,0.597,1.0213593,0.027660076,0.033333333,-0.89692022,1.5305069,0.6335867
11960,0.598,0.97164293,0.031829674,0.033333333,-0.83240538,1.4560069,0.62360155
11980,0.599,0.98360082,0.021364684,0.033333333,-0.84936038,1.4739258,0.62456545
12000,0.6,1.0003506,0.028404024,0.033333333,-0.84428915,1.4990254,0.65473623
12020,0.601,1.0182047,0.031518342,0.033333333,-0.84243391,1.5257798,0.68334586
12040,0.602,1.0240865,0.033967725,0.033333333,-0.8540393,1.5345936,0.68055429
12060,0.603,1.0078365,0.026025024,0.033333333,-0.84026909,1.5102429,0.66997383
12080,0.604,1.0357075,0.034408951,0.033333333,-0.87256147,1.5520077,0.67944627
12100,0.605,1.0320009,0.033060548,0.033333333,-0.84728682,1.5464533,0.69916647
12120,0.606,1.0268756,0.028236507,0.033333333,-0.84441333,1.5387731,0.69435974
12140,0.607,1.0166518,0.026946469,0.033333333,-0.85153178,1.5234527,0.67192092
12160,0.608,1.0076471,0.031342559,0.033333333,-0.84487549,1.5099591,0.66508361
12180,0.609,0.98975321,0.029866029,0.033333333,-0.80430471,1.4831452,0.67884047
12200,0.61,1.0066591,0.030590035,0.033333333,-0.82469897,1.5084786,0.68377967
12220,0.611,1.0070517,0.033620559,0.033333333,-0.84375221,1.5090669,0.66531473
12240,0.612,0.99433619,0.028257639,0.033333333,-0.8386872,1.4900128,0.65132558
12260,0.613,0.99756869,0.028825712,0.033333333,-0.83645288,1.4948567,0.6584038
12280,0.614,1.0127812,0.032757095,0.033333333,-0.84967831,1.5176526,0.66797432
12300,0.615,1.0015553,0.025901561,0.033333333,-0.84430351,1.5008307,0.65652716
12320,0.616,0.99274234,0.031868005,0.033333333,-0.85136475,1.4876244,0.63625965
12340,0.617,0.99595767,0.026990028,0.033333333,-0.85828251,1.4924426,0.63416007
12360,0.618,0.97642486,0.028443291,0.033333333,-0.81871148,1.4631727,0.64446118
12380,0.619,0.98984099,0.028305309,0.033333333,-0.84209491,1.4832767,0.64118182
12400,0.62,0.99279938,0.032741587,0.033333333,-0.86411214,1.4877099,0.62359774
12420,0.621,0.98074101,0.026908048,0.033333333,-0.85276412,1.4696404,0.61687628
12440,0.622,0.98786012,0.030003404,0.033333333,-0.85368612,1.4803084,0.62662226
12460,0.623,0.97862947,0.026393025,0.033333333,-0.83179889,1.4664763,0.63467738
12480,0.624,0.97323714,0.032301242,0.033333333,-0.82831818,1.4583959,0.63007768
12500,0.625,0.98903446,0.031418265,0.033333333,-0.85498701,1.4820681,0.62708113
12520,0.626,0.99186734,0.030167448,0.033333333,-0.84562949,1.4863132,0.64068372
12540,0.627,0.98799543,0.032105462,0.033333333,-0.81721704,1.4805112,0.66329411
12560,0.628,1.0028218,0.025204088,0.033333333,-0.82566316,1.5027285,0.67706537
12580,0.629,0.99913125,0.031707019,0.033333333,-0.81508657,1.4971982,0.6821116
12600,0.63,1.0109486,0.028153536,0.033333333,-0.81874715,1.5149065,0.69615935
12620,0.631,1.0423067,0.03166609,0.033333333,-0.84078419,1.5618967,0.72111246
12640,0.632,1.0496212,0.031964203,0.033333333,-0.83634737,1.5728573,0.73650994
12660,0.633,1.051926,0.031691594,0.033333333,-0.84349562,1.5763111,0.73281549
12680,0.634,1.0512532,0.031376359,0.033333333,-0.85339061,1.5753029,0.72191225
